rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-PDLIM1	7.38E-89	-0.343248875	0.079	0.308	1.14E-84	0	Ssus11-PDLIM1	PDLIM1	Suss11
Ssus11-ATP5F1D	9.34E-89	-0.340436618	0.126	0.377	1.44E-84	0	Ssus11-ATP5F1D	ATP5F1D	Suss11
Ssus11-QSOX1	1.55E-88	-0.327047314	0.087	0.323	2.38E-84	0	Ssus11-QSOX1	QSOX1	Suss11
Ssus11-MATN2	2.47E-88	-0.375848414	0.07	0.295	3.80E-84	0	Ssus11-MATN2	MATN2	Suss11
GRCh38-RPL10	3.01E-88	-0.992754139	0.014	0.203	4.64E-84	0	GRCh38-RPL10	RPL10	GRCh38
Ssus11-DVL1	5.69E-88	-0.324215261	0.088	0.321	8.77E-84	0	Ssus11-DVL1	DVL1	Suss11
Ssus11-MFAP2	7.23E-88	-0.403018324	0.201	0.477	1.11E-83	0	Ssus11-MFAP2	MFAP2	Suss11
Ssus11-NDUFS4	7.61E-88	-0.399920138	0.19	0.461	1.17E-83	0	Ssus11-NDUFS4	NDUFS4	Suss11
Ssus11-ENSSSCG00000035811	8.72E-88	0.328069643	1	0.988	1.34E-83	0	Ssus11-ENSSSCG00000035811	ENSSSCG00000035811	Suss11
Ssus11-FGL2	1.12E-87	-0.335874641	0.094	0.332	1.73E-83	0	Ssus11-FGL2	FGL2	Suss11
Ssus11-PAM	1.75E-87	-0.484531488	0.266	0.517	2.69E-83	0	Ssus11-PAM	PAM	Suss11
Ssus11-KIF1C	2.08E-87	-0.306848681	0.098	0.341	3.21E-83	0	Ssus11-KIF1C	KIF1C	Suss11
GRCh38-MT-ND4	2.30E-87	-1.335967724	0.04	0.242	3.54E-83	0	GRCh38-MT-ND4	MT-ND4	GRCh38
Ssus11-ENSSSCG00000020686	5.55E-87	-0.457247563	0.225	0.481	8.55E-83	0	Ssus11-ENSSSCG00000020686	ENSSSCG00000020686	Suss11
Ssus11-ANKRD10	8.35E-87	-0.305222906	0.079	0.31	1.29E-82	0	Ssus11-ANKRD10	ANKRD10	Suss11
Ssus11-FXR2	2.58E-86	-0.306713407	0.065	0.286	3.97E-82	0	Ssus11-FXR2	FXR2	Suss11
Ssus11-KLHDC3	2.92E-86	-0.314955865	0.129	0.38	4.50E-82	0	Ssus11-KLHDC3	KLHDC3	Suss11
GRCh38-CRYAB	4.53E-86	-1.493598737	0.007	0.189	6.98E-82	0	GRCh38-CRYAB	CRYAB	GRCh38
Ssus11-RYR2	1.15E-85	-0.345668997	0.017	0.208	1.77E-81	0	Ssus11-RYR2	RYR2	Suss11
Ssus11-UBAC1	1.19E-85	-0.305967445	0.178	0.452	1.84E-81	0	Ssus11-UBAC1	UBAC1	Suss11
Ssus11-FRZB	1.46E-85	-0.447620856	0.067	0.285	2.26E-81	0	Ssus11-FRZB	FRZB	Suss11
Ssus11-ZFAND5	1.56E-85	-0.353526083	0.189	0.464	2.40E-81	0	Ssus11-ZFAND5	ZFAND5	Suss11
Ssus11-RPS11	1.68E-85	0.323192113	1	0.987	2.59E-81	0	Ssus11-RPS11	RPS11	Suss11
Ssus11-MLIP	1.70E-85	-0.325980468	0.017	0.207	2.61E-81	0	Ssus11-MLIP	MLIP	Suss11
Ssus11-CAMK2A	2.16E-85	-0.359158875	0.008	0.189	3.33E-81	0	Ssus11-CAMK2A	CAMK2A	Suss11
Ssus11-KLF2	2.33E-85	-0.377205039	0.128	0.375	3.59E-81	0	Ssus11-KLF2	KLF2	Suss11
Ssus11-SMARCD3	3.77E-85	-0.311100385	0.098	0.332	5.81E-81	0	Ssus11-SMARCD3	SMARCD3	Suss11
Ssus11-NEXN	6.98E-85	-0.378373103	0.103	0.342	1.08E-80	0	Ssus11-NEXN	NEXN	Suss11
Ssus11-EPN2	1.92E-84	-0.302580404	0.053	0.263	2.95E-80	0	Ssus11-EPN2	EPN2	Suss11
Ssus11-GPC3	2.18E-84	-0.310253025	0.035	0.235	3.35E-80	0	Ssus11-GPC3	GPC3	Suss11
Ssus11-CITED1	2.43E-84	-0.307775757	0.006	0.184	3.75E-80	0	Ssus11-CITED1	CITED1	Suss11
GRCh38-MYL9	2.73E-84	-0.897476897	0.013	0.195	4.20E-80	0	GRCh38-MYL9	MYL9	GRCh38
Ssus11-UBE2B	3.26E-84	-0.326237166	0.114	0.352	5.03E-80	0	Ssus11-UBE2B	UBE2B	Suss11
Ssus11-CCL14	3.49E-84	-0.30127618	0.075	0.301	5.37E-80	0	Ssus11-CCL14	CCL14	Suss11
Ssus11-SLC9A3R2	3.96E-84	-0.356698186	0.118	0.358	6.11E-80	0	Ssus11-SLC9A3R2	SLC9A3R2	Suss11
GRCh38-UBC	4.27E-84	-1.121559826	0.002	0.176	6.59E-80	0	GRCh38-UBC	UBC	GRCh38
Ssus11-ENSSSCG00000004387	6.38E-84	-0.336881693	0.076	0.297	9.84E-80	0	Ssus11-ENSSSCG00000004387	ENSSSCG00000004387	Suss11
Ssus11-DKK3	6.97E-84	-0.406448163	0.199	0.467	1.07E-79	0	Ssus11-DKK3	DKK3	Suss11
Ssus11-ANXA1	7.19E-84	0.385706826	0.85	0.606	1.11E-79	0	Ssus11-ANXA1	ANXA1	Suss11
Ssus11-ARID5B	8.38E-84	-0.367435253	0.089	0.313	1.29E-79	0	Ssus11-ARID5B	ARID5B	Suss11
Ssus11-ENSSSCG00000016737	1.26E-83	0.377174851	1	0.97	1.94E-79	0	Ssus11-ENSSSCG00000016737	ENSSSCG00000016737	Suss11
Ssus11-FITM1	1.35E-83	-0.310769433	0.005	0.18	2.08E-79	0	Ssus11-FITM1	FITM1	Suss11
Ssus11-NUMA1	1.56E-83	-0.329760796	0.171	0.433	2.40E-79	0	Ssus11-NUMA1	NUMA1	Suss11
GRCh38-RPS15	2.31E-83	-0.821837131	0.012	0.192	3.56E-79	0	GRCh38-RPS15	RPS15	GRCh38
Ssus11-ENSSSCG00000028794	5.06E-83	-0.302832399	0.089	0.315	7.80E-79	0	Ssus11-ENSSSCG00000028794	ENSSSCG00000028794	Suss11
Ssus11-PPP1R12B	7.27E-83	-0.299413621	0.03	0.223	1.12E-78	0	Ssus11-PPP1R12B	PPP1R12B	Suss11
Ssus11-ECM2	8.17E-83	-0.353328216	0.186	0.46	1.26E-78	0	Ssus11-ECM2	ECM2	Suss11
GRCh38-MYL2	8.24E-83	-2.156475249	0.115	0.317	1.27E-78	0	GRCh38-MYL2	MYL2	GRCh38
Ssus11-SSC5D	8.79E-83	-0.33288351	0.087	0.314	1.35E-78	0	Ssus11-SSC5D	SSC5D	Suss11
Ssus11-PPP1R3C	1.00E-82	-0.330004689	0.02	0.205	1.55E-78	0	Ssus11-PPP1R3C	PPP1R3C	Suss11
GRCh38-H3-3A	1.85E-82	-0.435377298	0.168	0.421	2.85E-78	0	GRCh38-H3-3A	H3-3A	GRCh38
Ssus11-TESC	1.98E-82	-0.308263715	0.024	0.212	3.05E-78	0	Ssus11-TESC	TESC	Suss11
Ssus11-FBXO40	2.42E-82	-0.321225763	0.01	0.187	3.73E-78	0	Ssus11-FBXO40	FBXO40	Suss11
Ssus11-PTOV1	3.06E-82	-0.310017018	0.119	0.354	4.71E-78	0	Ssus11-PTOV1	PTOV1	Suss11
Ssus11-ABLIM1	3.43E-82	-0.363236382	0.044	0.247	5.28E-78	0	Ssus11-ABLIM1	ABLIM1	Suss11
Ssus11-RPS25	4.34E-82	0.384662021	0.999	0.965	6.68E-78	0	Ssus11-RPS25	RPS25	Suss11
Ssus11-BNIP3	5.30E-82	-0.309035044	0.194	0.472	8.17E-78	0	Ssus11-BNIP3	BNIP3	Suss11
Ssus11-PCP4	5.39E-82	-1.138431196	0.188	0.378	8.31E-78	0	Ssus11-PCP4	PCP4	Suss11
Ssus11-TRAF2	6.40E-82	-0.3100742	0.083	0.303	9.85E-78	0	Ssus11-TRAF2	TRAF2	Suss11
Ssus11-EMILIN2	7.62E-82	-0.317083732	0.118	0.355	1.17E-77	0	Ssus11-EMILIN2	EMILIN2	Suss11
Ssus11-NUDC	1.60E-81	-0.381258237	0.175	0.429	2.47E-77	0	Ssus11-NUDC	NUDC	Suss11
GRCh38-RPS2	1.61E-81	-0.995210401	0.019	0.199	2.47E-77	0	GRCh38-RPS2	RPS2	GRCh38
Ssus11-SLC8A1	1.92E-81	-0.322609853	0.06	0.269	2.95E-77	0	Ssus11-SLC8A1	SLC8A1	Suss11
Ssus11-COL4A2	3.72E-81	-0.412283963	0.978	0.959	5.74E-77	0	Ssus11-COL4A2	COL4A2	Suss11
Ssus11-SVEP1	4.32E-81	-0.336858921	0.032	0.224	6.65E-77	0	Ssus11-SVEP1	SVEP1	Suss11
Ssus11-UQCRC2	5.49E-81	-0.39734856	0.114	0.34	8.46E-77	0	Ssus11-UQCRC2	UQCRC2	Suss11
Ssus11-TMEM259	7.20E-81	-0.316016718	0.18	0.442	1.11E-76	0	Ssus11-TMEM259	TMEM259	Suss11
Ssus11-AGRN	9.85E-81	-0.332625893	0.126	0.362	1.52E-76	0	Ssus11-AGRN	AGRN	Suss11
Ssus11-METRNL	1.31E-80	-0.332514566	0.195	0.463	2.02E-76	0	Ssus11-METRNL	METRNL	Suss11
Ssus11-ITGB1BP2	1.76E-80	-0.295180876	0.007	0.179	2.71E-76	0	Ssus11-ITGB1BP2	ITGB1BP2	Suss11
Ssus11-IRS2	1.97E-80	-0.275539633	0.013	0.19	3.04E-76	0	Ssus11-IRS2	IRS2	Suss11
Ssus11-ENSSSCG00000004207	2.10E-80	-0.27866013	0.029	0.218	3.23E-76	0	Ssus11-ENSSSCG00000004207	ENSSSCG00000004207	Suss11
GRCh38-RPS28	3.14E-80	-0.870596925	0.011	0.184	4.84E-76	0	GRCh38-RPS28	RPS28	GRCh38
Ssus11-ADAMTS1	3.31E-80	-0.468046458	0.086	0.298	5.11E-76	0	Ssus11-ADAMTS1	ADAMTS1	Suss11
Ssus11-COX17	3.64E-80	-0.353096147	0.146	0.387	5.60E-76	0	Ssus11-COX17	COX17	Suss11
Ssus11-SEC61G	3.72E-80	0.467707693	0.81	0.645	5.73E-76	0	Ssus11-SEC61G	SEC61G	Suss11
Ssus11-ECSIT	4.46E-80	-0.325723609	0.096	0.318	6.87E-76	0	Ssus11-ECSIT	ECSIT	Suss11
Ssus11-RPS17	4.56E-80	0.39858959	0.994	0.944	7.03E-76	0	Ssus11-RPS17	RPS17	Suss11
Ssus11-FN1	5.99E-80	0.291259707	1	0.913	9.23E-76	0	Ssus11-FN1	FN1	Suss11
Ssus11-NDUFV2	6.73E-80	-0.321529625	0.199	0.463	1.04E-75	0	Ssus11-NDUFV2	NDUFV2	Suss11
Ssus11-PPP6R2	7.99E-80	-0.307118407	0.101	0.325	1.23E-75	0	Ssus11-PPP6R2	PPP6R2	Suss11
GRCh38-TMSB10	8.03E-80	-0.998859218	0.016	0.192	1.24E-75	0	GRCh38-TMSB10	TMSB10	GRCh38
Ssus11-COG3	1.16E-79	-0.342158751	0.067	0.271	1.78E-75	0	Ssus11-COG3	COG3	Suss11
Ssus11-CFL1	1.30E-79	0.422807562	0.982	0.796	2.01E-75	0	Ssus11-CFL1	CFL1	Suss11
Ssus11-TOP3A	1.93E-79	-0.298887026	0.076	0.289	2.97E-75	0	Ssus11-TOP3A	TOP3A	Suss11
Ssus11-NPDC1	4.48E-79	-0.316716801	0.101	0.33	6.90E-75	0	Ssus11-NPDC1	NPDC1	Suss11
GRCh38-MT-ATP6	8.86E-79	-1.221109031	0.038	0.226	1.37E-74	0	GRCh38-MT-ATP6	MT-ATP6	GRCh38
Ssus11-DHRS3	1.07E-78	-0.379777449	0.236	0.503	1.65E-74	0	Ssus11-DHRS3	DHRS3	Suss11
Ssus11-DIPK1B	2.18E-78	-0.296811405	0.09	0.309	3.37E-74	0	Ssus11-DIPK1B	DIPK1B	Suss11
GRCh38-RPL37A	3.46E-78	-1.167495888	0.02	0.195	5.32E-74	0	GRCh38-RPL37A	RPL37A	GRCh38
Ssus11-LRRC39	3.97E-78	-0.30633005	0.006	0.173	6.12E-74	0	Ssus11-LRRC39	LRRC39	Suss11
GRCh38-MT-CO1	5.35E-78	-1.672561537	0.038	0.223	8.24E-74	0	GRCh38-MT-CO1	MT-CO1	GRCh38
GRCh38-RPL13	6.70E-78	-0.938106247	0.016	0.188	1.03E-73	0	GRCh38-RPL13	RPL13	GRCh38
Ssus11-ENSSSCG00000037251	6.96E-78	-0.295931911	0.076	0.288	1.07E-73	0	Ssus11-ENSSSCG00000037251	ENSSSCG00000037251	Suss11
Ssus11-ENSSSCG00000036306	8.76E-78	-0.313534945	0.005	0.17	1.35E-73	0	Ssus11-ENSSSCG00000036306	ENSSSCG00000036306	Suss11
Ssus11-THBS3	9.16E-78	-0.35283621	0.133	0.37	1.41E-73	0	Ssus11-THBS3	THBS3	Suss11
Ssus11-AHSA1	1.19E-77	-0.329808148	0.106	0.33	1.84E-73	0	Ssus11-AHSA1	AHSA1	Suss11
Ssus11-MISP3	1.35E-77	-0.305344041	0.096	0.316	2.08E-73	0	Ssus11-MISP3	MISP3	Suss11
Ssus11-NID1	1.75E-77	-0.374661642	0.222	0.481	2.70E-73	0	Ssus11-NID1	NID1	Suss11
GRCh38-SELENOW	1.92E-77	-0.909332508	0.011	0.18	2.96E-73	0	GRCh38-SELENOW	SELENOW	GRCh38
Ssus11-RPS12	1.96E-77	0.266817517	1	0.997	3.03E-73	0	Ssus11-RPS12	RPS12	Suss11
GRCh38-MT-ND3	2.13E-77	-1.196020569	0.022	0.197	3.28E-73	0	GRCh38-MT-ND3	MT-ND3	GRCh38
Ssus11-ENSSSCG00000010212	3.54E-77	-0.293407549	0.013	0.185	5.46E-73	0	Ssus11-ENSSSCG00000010212	ENSSSCG00000010212	Suss11
GRCh38-RPL18A	5.47E-77	-0.792888009	0.013	0.182	8.42E-73	0	GRCh38-RPL18A	RPL18A	GRCh38
GRCh38-HSPA1A	5.71E-77	-1.754701714	0.004	0.166	8.80E-73	0	GRCh38-HSPA1A	HSPA1A	GRCh38
Ssus11-ACAA2	7.17E-77	-0.330297207	0.05	0.244	1.10E-72	0	Ssus11-ACAA2	ACAA2	Suss11
Ssus11-HSPA6	1.09E-76	-0.421610802	0.02	0.193	1.68E-72	0	Ssus11-HSPA6	HSPA6	Suss11
Ssus11-SRRM2	1.50E-76	-0.293209827	0.209	0.479	2.32E-72	0	Ssus11-SRRM2	SRRM2	Suss11
Ssus11-SERPING1	1.55E-76	-0.573430355	0.875	0.823	2.39E-72	0	Ssus11-SERPING1	SERPING1	Suss11
GRCh38-RPL35	1.74E-76	-0.742505385	0.015	0.184	2.68E-72	0	GRCh38-RPL35	RPL35	GRCh38
Ssus11-NDUFA13	1.89E-76	-0.42463149	0.304	0.527	2.91E-72	0	Ssus11-NDUFA13	NDUFA13	Suss11
Ssus11-MIGA2	3.47E-76	-0.282625644	0.025	0.202	5.35E-72	0	Ssus11-MIGA2	MIGA2	Suss11
Ssus11-PKIA	3.54E-76	-0.305497016	0.087	0.301	5.45E-72	0	Ssus11-PKIA	PKIA	Suss11
Ssus11-PRNP	4.76E-76	-0.294050573	0.08	0.29	7.33E-72	0	Ssus11-PRNP	PRNP	Suss11
Ssus11-PTGS1	4.78E-76	-0.28728777	0.037	0.22	7.37E-72	0	Ssus11-PTGS1	PTGS1	Suss11
Ssus11-RPS16	5.34E-76	0.305116324	1	0.985	8.23E-72	0	Ssus11-RPS16	RPS16	Suss11
Ssus11-PDIA2	7.41E-76	-0.292859841	0.014	0.183	1.14E-71	0	Ssus11-PDIA2	PDIA2	Suss11
Ssus11-RETREG1	9.36E-76	-0.297795124	0.027	0.205	1.44E-71	0	Ssus11-RETREG1	RETREG1	Suss11
Ssus11-CCL2	1.01E-75	0.657658855	0.589	0.434	1.56E-71	0	Ssus11-CCL2	CCL2	Suss11
Ssus11-CD34	1.06E-75	-0.328892409	0.117	0.34	1.64E-71	0	Ssus11-CD34	CD34	Suss11
Ssus11-ETS2	1.23E-75	-0.289026255	0.076	0.28	1.89E-71	0	Ssus11-ETS2	ETS2	Suss11
Ssus11-ANGPT4	1.66E-75	-0.324908219	0.05	0.244	2.55E-71	0	Ssus11-ANGPT4	ANGPT4	Suss11
Ssus11-PNPLA2	1.84E-75	-0.279569132	0.116	0.34	2.83E-71	0	Ssus11-PNPLA2	PNPLA2	Suss11
Ssus11-SLC41A1	2.34E-75	-0.337667141	0.042	0.227	3.61E-71	0	Ssus11-SLC41A1	SLC41A1	Suss11
GRCh38-EEF1A1	3.25E-75	-1.331252182	0.03	0.205	5.01E-71	0	GRCh38-EEF1A1	EEF1A1	GRCh38
Ssus11-HSPB1	3.36E-75	-1.007986406	0.996	0.965	5.18E-71	0	Ssus11-HSPB1	HSPB1	Suss11
Ssus11-LUC7L	3.76E-75	-0.287904157	0.115	0.339	5.79E-71	0	Ssus11-LUC7L	LUC7L	Suss11
Ssus11-NDUFB6	4.64E-75	-0.353714404	0.159	0.393	7.16E-71	0	Ssus11-NDUFB6	NDUFB6	Suss11
Ssus11-TECRL	4.99E-75	-0.30990503	0.02	0.193	7.69E-71	0	Ssus11-TECRL	TECRL	Suss11
Ssus11-MGRN1	6.07E-75	-0.273511274	0.085	0.294	9.35E-71	0	Ssus11-MGRN1	MGRN1	Suss11
Ssus11-CLK1	6.28E-75	-0.313859479	0.09	0.3	9.68E-71	0	Ssus11-CLK1	CLK1	Suss11
GRCh38-FBN1	6.59E-75	-0.298194867	0.051	0.243	1.01E-70	0	GRCh38-FBN1	FBN1	GRCh38
GRCh38-RPL36	6.86E-75	-0.736622607	0.012	0.177	1.06E-70	0	GRCh38-RPL36	RPL36	GRCh38
Ssus11-NPM1	1.34E-74	0.461260993	0.773	0.61	2.06E-70	0	Ssus11-NPM1	NPM1	Suss11
Ssus11-MYH7	1.94E-74	-2.661596013	0.869	0.822	2.99E-70	0	Ssus11-MYH7	MYH7	Suss11
GRCh38-TTN	2.49E-74	-0.762895465	0.019	0.186	3.84E-70	0	GRCh38-TTN	TTN	GRCh38
GRCh38-RPL18	2.61E-74	-0.656404177	0.007	0.166	4.02E-70	0	GRCh38-RPL18	RPL18	GRCh38
GRCh38-RPS29	2.92E-74	-0.876214016	0.01	0.171	4.49E-70	0	GRCh38-RPS29	RPS29	GRCh38
Ssus11-DUSP26	3.62E-74	-0.279699475	0.012	0.176	5.58E-70	0	Ssus11-DUSP26	DUSP26	Suss11
Ssus11-RASL11B	4.08E-74	-0.296809342	0.063	0.26	6.28E-70	0	Ssus11-RASL11B	RASL11B	Suss11
Ssus11-ENSSSCG00000006395	4.27E-74	0.443256779	0.966	0.788	6.58E-70	0	Ssus11-ENSSSCG00000006395	ENSSSCG00000006395	Suss11
Ssus11-TNS2	4.46E-74	-0.298462118	0.129	0.357	6.87E-70	0	Ssus11-TNS2	TNS2	Suss11
Ssus11-PHYH	4.62E-74	-0.326912711	0.122	0.344	7.12E-70	0	Ssus11-PHYH	PHYH	Suss11
Ssus11-BCKDK	5.17E-74	-0.292973948	0.12	0.343	7.97E-70	0	Ssus11-BCKDK	BCKDK	Suss11
GRCh38-RPS19	6.21E-74	-0.84042115	0.021	0.188	9.57E-70	0	GRCh38-RPS19	RPS19	GRCh38
Ssus11-POLDIP2	7.00E-74	-0.314817175	0.138	0.369	1.08E-69	0	Ssus11-POLDIP2	POLDIP2	Suss11
Ssus11-NMRK2	3.20E-73	-0.287937387	0.004	0.16	4.93E-69	0	Ssus11-NMRK2	NMRK2	Suss11
Ssus11-FHOD3	3.52E-73	-0.281088825	0.041	0.223	5.42E-69	0	Ssus11-FHOD3	FHOD3	Suss11
Ssus11-COX7A1	4.27E-73	-1.518609609	0.73	0.683	6.58E-69	0	Ssus11-COX7A1	COX7A1	Suss11
Ssus11-CCN2	5.37E-73	-0.960682088	0.857	0.799	8.27E-69	0	Ssus11-CCN2	CCN2	Suss11
Ssus11-ENSSSCG00000035080	5.69E-73	0.329854447	1	0.986	8.77E-69	0	Ssus11-ENSSSCG00000035080	ENSSSCG00000035080	Suss11
Ssus11-MPC2	5.90E-73	-0.34773169	0.171	0.411	9.10E-69	0	Ssus11-MPC2	MPC2	Suss11
Ssus11-CAVIN2	6.38E-73	-0.298635406	0.077	0.28	9.82E-69	0	Ssus11-CAVIN2	CAVIN2	Suss11
Ssus11-ENSSSCG00000012088	6.68E-73	-0.359347896	0.271	0.521	1.03E-68	0	Ssus11-ENSSSCG00000012088	ENSSSCG00000012088	Suss11
GRCh38-MT-CYB	6.98E-73	-1.016813994	0.033	0.207	1.07E-68	0	GRCh38-MT-CYB	MT-CYB	GRCh38
Ssus11-ENSSSCG00000021374	7.35E-73	-0.779650459	0.691	0.691	1.13E-68	0	Ssus11-ENSSSCG00000021374	ENSSSCG00000021374	Suss11
Ssus11-DUSP22	1.33E-72	-0.261237881	0.072	0.272	2.04E-68	0	Ssus11-DUSP22	DUSP22	Suss11
GRCh38-UBB	1.47E-72	-0.757986389	0.005	0.159	2.26E-68	0	GRCh38-UBB	UBB	GRCh38
Ssus11-KLHL41	1.66E-72	-0.287832536	0.018	0.184	2.55E-68	0	Ssus11-KLHL41	KLHL41	Suss11
Ssus11-ACADL	1.76E-72	-0.29236444	0.053	0.242	2.71E-68	0	Ssus11-ACADL	ACADL	Suss11
Ssus11-CDKN1C	2.13E-72	-0.280089678	0.044	0.229	3.28E-68	0	Ssus11-CDKN1C	CDKN1C	Suss11
Ssus11-MGLL	2.29E-72	-0.281872734	0.076	0.276	3.53E-68	0	Ssus11-MGLL	MGLL	Suss11
Ssus11-KLF9	2.30E-72	-0.298544698	0.054	0.244	3.54E-68	0	Ssus11-KLF9	KLF9	Suss11
Ssus11-APOBEC2	2.58E-72	-0.272024951	0.022	0.193	3.97E-68	0	Ssus11-APOBEC2	APOBEC2	Suss11
Ssus11-FSTL3	2.75E-72	-0.329165672	0.142	0.369	4.24E-68	0	Ssus11-FSTL3	FSTL3	Suss11
Ssus11-GFM1	2.77E-72	-0.302699034	0.058	0.248	4.27E-68	0	Ssus11-GFM1	GFM1	Suss11
GRCh38-HSP90AA1	2.86E-72	-1.270837681	0.01	0.168	4.41E-68	0	GRCh38-HSP90AA1	HSP90AA1	GRCh38
Ssus11-RPL22L1	3.52E-72	0.45024867	0.71	0.549	5.43E-68	0	Ssus11-RPL22L1	RPL22L1	Suss11
Ssus11-MRPL28	4.06E-72	-0.271505049	0.081	0.282	6.25E-68	0	Ssus11-MRPL28	MRPL28	Suss11
Ssus11-VDAC2	4.69E-72	-0.351554062	0.146	0.371	7.22E-68	0	Ssus11-VDAC2	VDAC2	Suss11
Ssus11-SLMAP	5.38E-72	-0.326570999	0.086	0.288	8.28E-68	0	Ssus11-SLMAP	SLMAP	Suss11
GRCh38-FAU	6.42E-72	-0.584693668	0.004	0.157	9.88E-68	0	GRCh38-FAU	FAU	GRCh38
Ssus11-GABARAPL2	7.10E-72	-0.269553297	0.158	0.397	1.09E-67	0	Ssus11-GABARAPL2	GABARAPL2	Suss11
GRCh38-RPL8	7.66E-72	-0.813521403	0.017	0.179	1.18E-67	0	GRCh38-RPL8	RPL8	GRCh38
Ssus11-RPS6	8.32E-72	0.332945796	1	0.974	1.28E-67	0	Ssus11-RPS6	RPS6	Suss11
Ssus11-BAG3	1.24E-71	-0.706478012	0.251	0.444	1.92E-67	0	Ssus11-BAG3	BAG3	Suss11
Ssus11-NDUFA9	1.52E-71	-0.288611237	0.123	0.342	2.34E-67	0	Ssus11-NDUFA9	NDUFA9	Suss11
GRCh38-RPS27	1.74E-71	-0.839400956	0.018	0.18	2.68E-67	0	GRCh38-RPS27	RPS27	GRCh38
Ssus11-ENSSSCG00000035293	1.81E-71	-0.957413102	0.795	0.798	2.79E-67	0	Ssus11-ENSSSCG00000035293	ENSSSCG00000035293	Suss11
Ssus11-ENSSSCG00000016186	2.44E-71	-0.283701241	0.166	0.406	3.77E-67	0	Ssus11-ENSSSCG00000016186	ENSSSCG00000016186	Suss11
Ssus11-GPX3	2.75E-71	-0.327700815	0.07	0.262	4.24E-67	0	Ssus11-GPX3	GPX3	Suss11
GRCh38-RPS14	3.24E-71	-0.763746688	0.013	0.171	4.99E-67	0	GRCh38-RPS14	RPS14	GRCh38
Ssus11-RCAN2	3.35E-71	-0.259148288	0.031	0.205	5.17E-67	0	Ssus11-RCAN2	RCAN2	Suss11
Ssus11-ENSSSCG00000036669	4.48E-71	-0.261400953	0.007	0.161	6.90E-67	0	Ssus11-ENSSSCG00000036669	ENSSSCG00000036669	Suss11
Ssus11-TOM1	6.81E-71	-0.276372015	0.113	0.325	1.05E-66	0	Ssus11-TOM1	TOM1	Suss11
Ssus11-ENSSSCG00000022246	6.83E-71	-0.296209135	0.103	0.314	1.05E-66	0	Ssus11-ENSSSCG00000022246	ENSSSCG00000022246	Suss11
Ssus11-LTBP3	7.08E-71	-0.594257295	0.66	0.693	1.09E-66	0	Ssus11-LTBP3	LTBP3	Suss11
Ssus11-SESN1	7.50E-71	-0.278399226	0.057	0.246	1.16E-66	0	Ssus11-SESN1	SESN1	Suss11
Ssus11-HRC	8.57E-71	-0.25386195	0.009	0.164	1.32E-66	0	Ssus11-HRC	HRC	Suss11
Ssus11-SMOC2	9.45E-71	-0.27593675	0.034	0.209	1.46E-66	0	Ssus11-SMOC2	SMOC2	Suss11
Ssus11-PFN1	1.11E-70	0.604718831	0.503	0.385	1.70E-66	0	Ssus11-PFN1	PFN1	Suss11
Ssus11-CPXM2	1.22E-70	-0.272028662	0.023	0.19	1.88E-66	0	Ssus11-CPXM2	CPXM2	Suss11
Ssus11-WBP2	1.29E-70	-0.269022397	0.163	0.402	1.99E-66	0	Ssus11-WBP2	WBP2	Suss11
Ssus11-CAMTA2	1.58E-70	-0.263889341	0.138	0.365	2.43E-66	0	Ssus11-CAMTA2	CAMTA2	Suss11
Ssus11-PTX3	1.76E-70	-0.489358138	0.031	0.199	2.71E-66	0	Ssus11-PTX3	PTX3	Suss11
Ssus11-HYI	1.77E-70	-0.252892932	0.06	0.249	2.73E-66	0	Ssus11-HYI	HYI	Suss11
GRCh38-MDK	2.45E-70	-0.635002591	0.014	0.171	3.77E-66	0	GRCh38-MDK	MDK	GRCh38
Ssus11-CCND3	2.45E-70	-0.330574645	0.208	0.457	3.78E-66	0	Ssus11-CCND3	CCND3	Suss11
GRCh38-RPL15	3.37E-70	-0.675346978	0.004	0.154	5.19E-66	0	GRCh38-RPL15	RPL15	GRCh38
Ssus11-FUNDC2	3.56E-70	-0.268428787	0.203	0.458	5.49E-66	0	Ssus11-FUNDC2	FUNDC2	Suss11
Ssus11-EPHX1	3.90E-70	-0.27020712	0.037	0.21	6.01E-66	0	Ssus11-EPHX1	EPHX1	Suss11
Ssus11-ENSSSCG00000024103	4.68E-70	-0.264533996	0.009	0.163	7.21E-66	0	Ssus11-ENSSSCG00000024103	ENSSSCG00000024103	Suss11
Ssus11-TUBGCP2	5.38E-70	-0.282983843	0.15	0.379	8.28E-66	0	Ssus11-TUBGCP2	TUBGCP2	Suss11
Ssus11-FMC1	8.43E-70	-0.28184308	0.086	0.286	1.30E-65	0	Ssus11-FMC1	FMC1	Suss11
Ssus11-RBM39	1.13E-69	-0.277306138	0.206	0.46	1.74E-65	0	Ssus11-RBM39	RBM39	Suss11
GRCh38-RPL28	1.17E-69	-0.779382773	0.013	0.168	1.80E-65	0	GRCh38-RPL28	RPL28	GRCh38
Ssus11-MRPS21	1.22E-69	-0.252488832	0.15	0.385	1.87E-65	0	Ssus11-MRPS21	MRPS21	Suss11
Ssus11-FAM162A	2.11E-69	-0.358031969	0.177	0.406	3.24E-65	0	Ssus11-FAM162A	FAM162A	Suss11
